,Rating,Reviews
4505,3,Item came in a generic box and had cable and charger. It worked great until I had to charge it. The charger connection on the iPad itself does not register that the lightning cable immediately. I have to pull it out and put it back in several times before it will begin charging. It's a pain but it works great other than that. No scratches or knicks in it. It's overall pretty good.
4506,1,i received a beaten ipad what a waste of time
4507,5,"Purchased this as an upgrade from my first gen mini and could not pass up the savings on the refurbished model. Just got it in the mail and have been setting it up for the better part of the afternoon. I am happy with it so far, seems to work like new. I got the 128GB because I previously had only 16GB on my old iPad. I kept running out of space which was incredibly frustrating, in the last year I have had to back up to my PC twice and clear everything from the iPad. It was time consuming double checking that every one of my thousands of pictures and videos made it onto my computer/flash drive before deleting from the iPad. I literally spent hours. So I'm very glad I decided to purchase the one with the largest storage capacity this time. I expect it will save me a lot of headaches down the road as I take more photos and videos."
4508,5,Better than I thought. Very Nice!
4509,5,Love it😍
4510,1,The IPad stopped working after a week so I spent $60 to fix it.
4511,5,"its perfect. Like brand new. Hold charge more then a week. Works fast, no heating or anything. Love it and saves so much money. Big thanks!"
4512,3,"Great iPad, but did not come with headphones and charger did not work out of the box. Plus there were a few scratches on the screen."
4513,4,Nice.
4514,5,"I liked my brand new iPad Mini 2, but I love my new-to-me Mini 3. It's faster and more versatile, and came with more software pre-installed. Has nifty features like fingerprint login and panoramic photo capability as well as more than twice the storage. Whoever ""boosted"" the old one in Singapore did me a favor; it's very well replaced by the new Mini.This is a great size for a travel computer. I hate typing on a phone-sized keypad and find this an easier size to use as a camera, too."
4515,5,Love it.
4516,5,Excellent product works like a dream LOVE IT!
4517,5,Luv it!
4518,5,The iPad works great. No issues at all
4519,5,Exactly what I ordered. Works great!
4520,5,Awesome product!!
4521,5,I think people that gave a one review for the iPad 3 Mini MGY92LL/A didn't read any of the information revealing the new things that make this particular iPad Mini 3 a fantastic device. This is the newest version of the Apple iPad 3 Mini with 64G. It has been updated and features one of the best retinal displays. This feature alone upgrades so many other things that will make me happier to say the least.
4522,5,This purchase was made after my iPad3 slipped onto the tile floor. I prefer this smaller size and should appreciate the extra memory in this 64GB edition!
4523,5,"Fast response tablet at a convenient size. I also have an 11"" convertible that I use when a larger screen is necessary. This wi-fi only tablet is supported by high-speed cable through a Lynksys ac router creating a very high thruput."
4524,5,"The ipad mini is OK, but the lightning cable is not original"
4525,5,I gave this to my sister as a Christmas present and she loved it
4526,5,I am enjoying my refurbished iPad mini. I use it everyday. I have no issues. Don't hesitate to buy refurbished.
4527,5,Wonderful easy to use
4528,1,"I got Ipad, but where is the electric wire? I did not see that."
4529,5,Love love love. No issue at all. My ipad looks new like I just got it from the store
4530,1,I have problem With the screen. There is a blue line and its very frustrated. When the screen is dark you can clearly see the blue lines. There is any chance to get another one? I mean I would like to send you back. Thank you. hunalfi@gmail.com is my email adress iPad Mini 3 64-Gb !!!
4531,5,Just Amazing!Absolutely in love with my iPad!Great product + I haven't had any trouble with it.
4532,5,Items as described.. fast shipping ..very happy thanks...
4533,1,It's was a awful device I poop better things then the iPad
4534,5,I love my iPad
4535,5,Had to send it back only because my granddaughter already had one. But it was perfect for what she needed. And the price was right.
4536,5,Works great. No complaints
4537,5,"excelent, like new no failure so far, good screen and battery"
4538,2,Perfect packet mint condition but when I check the functions it's almost the same like IPad mini 2 and I'm paying 119 dolars more
4539,5,Very pleased.
4540,5,Wife loved the iPad
4541,5,good job
4542,5,"I love the iPad 3 mini, well...I've loved all of th iPads I've had but this one is definitely nice, The primary reason why I purchased was for the need for more memory and wanting the new connection"
4543,4,"Great speed, nice and small."
4544,5,Quick ship. Great product. Happy
4545,5,Perfect
4546,1,I waited so long for this item now that I received it its damage very disappointed
4547,5,"Its an iPad. That should sum up the product itself, nothing generic or fake about it. I feel this review should really reflect the fact that this is a refurb, so I will do that.Came in a plain brown box. Included the charger and a cable, both of which appeared to be brand new.The iPad itself was completely wrapped in cellophane type plastic to protect it from scratches and it appeared to be like new. Powered on fine and I was able to install apps and transfer music.If you want to save some money, I would definitely encourage you to invest in a refurbed mini.BlueTekUSA was the re seller I chose to use."
4548,4,Easy to carry wherever you go.
4549,1,"Screen had large obvious scratch, back of ipad had large dent in the body/frame, buttons messed up. Box it came in looked like it came out of a dumpster! How on earth is this considered refurbished?????Dont waste your money."
4550,1,"Greatly Disappointed,,, Not even close to as advertised,,Bought 3 for gifts,, I realize that these are ""Certified Re-furbished"" However,, The condition clearly states ""NEW Condition"",,, 2 of the items were so-so,, the last one was really ""Beat-Up"",, deep scratches and chips... I cant give these as a gift,, would really be embarrassing,, all 3 were completely dead... I doubt I will have time to return these I-Pads before the holidays,,I have seen other reviews that were poor,, I took a chance,,, Shame on me"
4551,5,"Great condition for being refurbished, same as new. Nice product."
4552,5,Love it !
4553,5,Great as I expected
4554,5,"Until now, just perfect"
4555,5,Perfect.
4556,5,Excellent! We couldn't be happier. Great price and works wonderful.
4557,2,iPad was scratched badly on the back (3 huge scratches and many smaller ones) and non-original power adapter was not not working. I had to throw it away and use the one i have for my iPhone. Shame to see something like this on Amazon.
4558,5,"I was definitely skeptical about buying the refurbished version of this product but upon arrival as I looked over it thoroughly, I seen no scratches no bumps or dents and it works absolutely wonderfully as it should."
4559,5,The IPad mini 3 was in perfect shape aND works flawlessly. Great way to save money.
4560,5,"Really good, new and cheap,"
4561,5,"If U don't have an iPad, U don't have an iPad ;)I recommend getting the 64GB... Once U go Apple U won't go Back"
4562,5,"I bought this for my sons 9th birthday, and he really likes it!"
4563,5,Delivered as promised
4564,5,It was everything that I wanted! I am very happy with it
4565,4,good
4566,1,"Not even a month old and this ""refurbished"" item stopped working. Crap."
4567,2,"I was happy with the size, but it got hot when plugged in and that concerned me, so I returned it."
4568,5,"exactly as described, very pleased"
4569,5,I loved my old iPad which was the same model. I purchased this one because I needed more storage space and I still love this model.
4570,5,"Love it, cannot tell that it is not new. It immediately updated to ios10 and has been great."
4571,5,Nice!
4572,5,"i just got my ipad mini 3. there was small scratch on the back, but it is totally fine."
4573,4,Received it quickly and was well packed. A couple of hairline scratches but bought refurbished so not surprised. They do not interfere with viewing the screen. Long battery life. Great having 64 gigs instead of my old one which has 16. Well worth the cost of upgrading to 64 gig. Only reason I put 4 instead of 5 stars is because description says latest version for the mini 3. The latest version of the mini is 4.
4574,5,"The iPad arrived and I figured it would have some cosmetic issues or dings, but no it was in pristine cobdition. Looked absolutely new.I will definitely be recommending this to others."
4575,5,"Appeared to be as good as new - no scratches, dents, etc. Cable and power adapter also like new."
4576,5,"I haven't had the chance to utilize this iPad at its intended purpose yet; however, I have used it for other things and it's awesome. It arrived in a very timely manner. Looks brand new - no dings dents scratches, etc.. Works extremely well. Excellent resolution. Thank you BuySPRY for an excellent iPad Mini 3."
4577,5,This iPad is great!! My son earned this over the summer from working. It arrived earlier than expected in great safe packaging. This product looked great and worked well. We have had absolutely no issues with it since receiving it. We went with the refurbished one of course for the price...but we were not disappointed by the quality in this product one bit. We would recommend this product to anyone looking for an iPad!!
4578,5,Excellent
4579,2,"It seems slow to me. I have had many IPADs, not a fan of this one."
4580,1,Charger not work
4581,4,yes indeedit was in good shapthanks
4582,5,"Totally awesome iPhone great condition works great, will buy from seller again he was very insightful"
4583,5,Works as advertised
4584,3,Ok.
4585,5,It came just as told and I loved it.
4586,1,The phones was broken and couldnt is not able to take pictures
4587,1,the phone never turned on
4588,5,"Great iPhone! Basic design and VERY well-made when compared to the newer models. The 2G not compatible with iCloud so you cannot back up your contacts to an iCloud account, but you can use iTunes. In fact, Apple recently changed their policy concerning apps so if you own any version of an app, that cannot be loaded on this 1st Generation iPhone, iTunes will ask if you want to download an older, compatible version if it is available. Also, iMessage works on this phone.Of course it still makes a great MP3 player, and you can surf the web with it."
4589,5,Great buy. Great condition. Battery is brand new and holds for days. Classic phone. A true timeless piece. Everything done right.
4590,1,Because it said slight damage from dayle wear and tear and the phone had a big chunk broke out of the whole bottom corner nothing that effected the screen and the charger that was set with the phone don't work says this device is not supported by this charger so not only does it have a chunk a little smaller than a dime broke completely out of the left corner it don't have no charger and even with a brand new charger it has trouble charging cause the charger port on the must be messed up it on charges when it wants
4591,5,All the other IPhones are overrated. The 2g works just as well. Basic. Sleek. Cool. Holds just the right amount of information that one needs.
4592,5,I want to thank Amazon and the people that sells things on Amazon. when my co-worker told me I can find a lot of good stuff on amazon.com for cheap I was skeptical because I really don't like to shop on line and especially I don't like using my debit card online plus I thought I was going to be disappointed. so as soon as I got home I went on amazon.com and saw the iphone that my son wanted and I didn't have to spend that much for it. he needs it for school and his birthday is coming up so he's happy and i'm happy...thanks again Amazon!! Taliah.
4593,2,"this G2 iphone look good but did not work as well the ""ring volume is very low on high also did not have pin replace the SIM chip I would not recomend this this iphone in this condition if can't her the phone ring there need to be better quality control ..."
4594,5,Well I'm not sure if this one said unlocked or not but it came to us locked. However by looking it up we were able to jailbreak and unlock it. I think this is a good phone for the price. I would most defense recommend people getting it if they aren't looking to keep up with the times. However every experience is different but I think it was worth it.
4595,1,"First of all, its no compatible with verizon (may affect you may not)... second, it doesn't fit anything on it, its old and its way overpriced for its quality..... this should be worth $2"
4596,1,"This item arrived on time, and looked great, it just didn't work. I couldn't even turn it on! Seriously I sat there for maybe 15 minutes looking at the frozen start-up screen hoping it would pass. Then, when I went to exchange it for a working one they tell me 'I see you placed this order with our subsidiary Warehouse Deals. With Warehouse Deals' inventory constantly changing, we're unable to replace your order.'So now, I have to find a printer to print out the return label, wait for it to get there, THEN wait 3-5 bussiness days for the money to get back. Don't even bother."
4597,4,Amazon sent this phone in like new condition. The problem I have is that I didn't realize how outdated this iPhone is compared to the newest generations.... If you just want an iPhone then it is a good bargain.
4598,3,Average quality
4599,1,I was looking for it to be bigger
4600,5,"Excellent, fast, delivery."
4601,5,Love it
4602,4,I just got my phone and plugged it in the charger sent and it wouldn't work. Plugged it in with my charger for my current iPhone 3GS. Still wouldn't charge then finally plugged it into my ihone and it started charging. The phone was completely dead when I got it and has finally come on so I know it at least works how well I'm not sure as I am waiting for it to charge completely. It did not come in a box like they said but that's ok I already have an iPhone box as I bought mine new for $1.06 when I signed on to my 3 year contract. At that time the phones had just come out. Ill update my listing once I mess with the phone. There were light scratches on the back but nothing gastly just normal wear.
4603,5,"I love this phone but, somebody stole it"
4604,1,Disappointed in the phone
4605,2,Bought as a gift but didn't work and couldn't return because it was pasted the 14 day policy! Lesson learned! 😡
4606,2,Had water damage inside phone
4607,5,Awesome
4608,5,"Hey for a cheap price it was good I bought it and thought it was going to be broken, but really good condition but don listen to anyone else the phone is amazing and I only spent around $45 for the phone, charger, and a SIM card but from different sellers too"
4609,1,"Slow or no internet, no apps to download. Barely usable"
4610,4,This is my daughters phone and she used that phone until she couldn't use it anymore. It is a very durable phone because my grandson chucked it all the time and it didn't crack or anything. Worth the money.
4611,5,good thanks!
4612,1,I had to have it unlocked which cost money! I had to have the speaker fixed bc I couldn't hear anyone on it! Over all I should have not bought this phone...
4613,3,I REALLY LIKED THE IPHONE IT WAS A PLACE WHERE I COULD LISTEN TO ALL MY MUSIC. BUT TO DOWNLOAD APPS WAS HARD BECAUSE OF THE IOS
4614,5,I'm really enjoying it. It functions as advertised. I would recommend it for anyone that needs a simple basic phone that can be used as a camera and to surf the web and get all their correspondence online.
4615,1,"Have not been able to have this phone unlocked. AT&T can't do it, verizon can't do it. Seems this was a complete waste of money."
4616,5,i like this new phone i got it is so cool and i am on it all day and every day thank you
4617,3,Fasting Shipping but IPhone is not in great condition like it said( missing volume button and crack near SIM card).
4618,2,The cell phone was not chargeable. I returned it.
4619,5,Goid
4620,5,POSITIVE product...
4621,5,I was nervous buying a phone on here. But its in perfect condition!!! I love it<3
4622,1,Very old didn't like it
4623,4,I chose this rating because I like itThe phone was cheap but useableI recommend this to people with cellphoneUnderstanding.
4624,1,The worst thing I have ever bought it broke in a month and how it broke was it lit on fire when plugged in the charger
4625,1,"Had to pay a shop to fix it before I could use it!The charger that came with the phone was bad,so the phone would not charge! Not knowing it was the charger I took it to a shop to see what the problem was and they found the phone was improperly assembled ( missing screws) and the mute button was broken!"
4626,5,Phone works great & arrived really fast!
4627,2,This was ok
4628,4,"Love the phone, still in good condition, screen is perfect. The only thing is I have to bring to have it unlock so I can use with my sim card. It would be an extra fee to have unlock. Still would buy it again."
4629,1,The phone does not work and was a huge waste of money! Shame on you for selling a phone that unusable and for ripping me off.
4630,2,"You can't upgrade the operating system, so most of the apps I want to get like from Facebook, my local grocery store, or for weather channel, I can't get them. I also can't find any of the older apps for Facebook."
4631,5,"I chose this rate because item arrived as described, as said used Like new.I would like to recommend it to all my friends."
4632,5,"When I received a used iphone, it was defective and did not match the description. I contacted Monsterbuyback to let them know and they were supremely cooperative. They apologized and were very speedy with their return of my money. Great company! Reputable and trustworthy! Thanks Monsterbuyback!"
4633,5,"Phone in great shape, the packaging was great the devilery was very fast and I did not have any problems with the order."
4634,5,"good producto,,, buen buen excellente precio,, rapido envio,,, excellente servicio, empaque adecuado no muy grande y si pequeño,buena comunicacion e informacion del articulo"
4635,3,It doesn't said that this phone is locked. It would be good if amazon described it to let the customer the understand the product well
4636,5,"This phone shipped faster than I thought it would and I was very glad! (:It arrived in very good condition, just as it was described and I have had no problems with this product(:I would definitely buy from this seller again!GodBlessxoxo"
4637,1,I got this phone for a friend and it was absolutely terrible. There were scratches all over it. Took it to many different companies and none of them knew how to fix it. Couldnt set up to call anyone or basically do anything with it. I am hoping that he will give me a refund for it. The seller had better.
4638,5,Great for use as an iPod! Overall I am really satisfied with this product. These words are place holders because it's telling me to add more.
4639,3,phone works for calling but other features such as camera and web doesnt work. so for emergency purposes it was ok.it was a I phone without any features.. but I will use when in car..
4640,5,I love this phone because is small and is not that heavy. I used it for prepaid with att service.
4641,1,"This is the second phone that I have ordered. The first one only said AT&T not unlocked, so I returned it at my expense and made sure to order an unlocked phone, well guess what this phone is locked and I am not happy. The box said unlocked, the slipping lable said unlocked, my order said unlocked, but it is still locked. I want an unlocked phone and I am tired of having to send this back at my expense to get what I paid for.Please help!"
4642,4,I considered this phone because it had the features and price I was comfortable with. In fact I'm recommending this to friends at the moment. the only thing I don't like its locked I thought it was opened . Now I have to unlock it which I cant give a complete review until I do .It looks ok to me. Thanks!
4643,2,"No sim card came with this cellphone. I can't take pics, make videos, store telephone numbers, etc. Haven't really used it yet."
4644,5,This was bought for my son. He absolutely loves it. Says it is the best phone he ever had. That it was a very good value for the price paid.
4645,1,"""New"" cell was not. It had multiple registration numbers, broken and bent posts to charge. WE did get the money we spent refunded but the whole thing was a hassle. Too many problems!"
4646,1,"Unless you know how to jail break this phone... what's the point? Most apps don't support this old phone. <(it's not really old, they just want you to spend money on the newer version. wtf? but whatever)>"
4647,3,Just okay! Should have done my research before buying! The IOS is upgradeable and my grandson couldn't day any of the things he was use to doing on his Android!
4648,5,Excellent
4649,1,Very bad condition I almost can't use it.
4650,1,"When I got the phone it was in decent shape. The owner even gave me an old otterbox to go with the phone, however the phone would die after being fully charged with 10-15 minutes of being unplugged from the charger. So basically this phone was unusable for school so I ended up buying a Net10 prepaid phone that actually held up throughout most of my Freshman year. I guess the lesson to be learned is that used Iphones are terrible and amazon doesn't actually check used products for defectiveness before shipment."
4651,5,Works great!
4652,1,"software was all messed up, cannot close open programs running in background. Definetly not worth the dollars."
4653,5,"Thanks for the great phone!It was in almost perfect condition, so happy with my puchase. Such a vintage, fun phone to have. Shipped quickly, Thanks again!"
4654,5,Very nice items and shipped earlier than expected by the seller. Nice item as a gift.
4655,2,lot of scratches
4656,5,Its an awesome buy. No one believes me when i tell them how much i paid for this phone.Its unbelievably new and in good condition. Great! Great! Great!
4657,1,Thanks but little did it say updated but I will be jail breaking it
4658,5,"Good price, purchased it for music/ipod substitute. Delivered promptly as promised. Keep in mind that these are used phones. Mine arrived and was in very good condition with just some scratches on the back cover. Nothing more than normal wear. The phone did need a SD card so be prepared for that. I have had the phone in use for over a month before posting this review. For my purposes this has been a great product."
4659,5,Awesome
4660,1,Useless locked and can't be unlocked.never again.
4661,4,Came a little dirty but works fine
4662,1,it wasn't unlocked like it said it was
4663,2,Ok
4664,1,It has a lock on it and I can not use it :( waste of money!!!
4665,5,I get to play games when I get waiting in the store
4666,5,received/thanks
4667,1,Really you get what you pay for not happy with this
4668,1,the home button is not operational
4669,1,Home button doesnt work i want my money back
4670,5,Was a gift replacing one he had
4671,4,It was on time product was in good shape and no issues at all
4672,5,Excellent condition
4673,5,very good
4674,3,dont use as a phone no apps no pics all it can do is look cool call and text and be a ipod THATS IT good i pod tho
4675,1,The damaging telefonolo sold. The phone was a fraud.
4676,5,Geat product.
4677,4,yes it was in good condition and meet all expectations.
4678,3,"When I tried to use this phone and activate it, it didn't let me. The phone screen says it is activating and never finishes..."
4679,1,"When you try downloading apps you can't , and you can't EVER update it , you can ONLY call from the phone ITS HORRIBLE !!!"
4680,5,"Excellent everything perfect, good new product such as this in which the publication, i recommend it because of its seriousness"
4681,5,The phone is as described.it works great.it came with a new charger.fast shipping.we are very pleased with our purchase.thank you
4682,1,Came in pieces. Screen was popped out completely. Total disaster. Do not buy This seller should not be allowed to sell phones.
4683,5,excelente
4684,5,"Item came on time and it great condition. I am very satisfied with my purchase and would recommend this product at anytime to anyone who is interested. Don't be scared "" BUY "". Honest supplierHowever just know that you would not be able to download apps but this is not a fault of the supplier this is just a messed up thing with APPLE. This phone was purchased used and it came like new and works great. Sim Card slot and internet work really fast."
4685,5,I gave this item 5 stars because it's a five stars item .I like that it works fine just the way it was described by the seller .I do recommend this item to every one .
4686,5,it was great.. love it.. very satisfied costumer definitely will by again form u.. it came on time and great condition
4687,4,"This phone was in a great condition. I loved the phone, however I gave this a four star rating because you cannot use this phone for apps. Apple has disabled any upgrades for the IO's for the iPhone 1 through 3, therefore you cannot get applications. So the phone is only good for texting, calling and searching the web. If you do not use any apps, it's a great deal; but if you need your apps don't even bother."
4688,5,Loved it in very good condition
4689,1,"Worst iPhone ever. Do not buy this phone, it's more of a paperweight than a phone. There are so many problems with the 3g. The iOS is 4.2.1 which basically means that there are very few apps for this phone. Can't get any of the major apps like Facebook, Twitter, Google+, YouTube, Amazon, Pinterest, and so fourth. Most of the apps are for iOS 6.0 and above. It took me days to actually finds some apps by searching the internet. The phone has a static sound when making a phone call & it is hard to hear the person on the other end. Surfing on the internet is so slow and it takes pages too long to load, my cheap tablet is faster than this phone. Now on to the problems with my phone. It makes a weird clicking noise when I unlock the phone. My phone was attached to another account when I tried to download music, had to erase the phone and start over. I can't get apps in the app store on the phone because it has another email attached to the phone, so if I wanted to get apps, I have to go to iTunes and add the apps from there. Tried to contact the seller to return the phone and never received a reply. Going to reset the phone back to factory settings to turn it into an iPod or back up phone. My advice is to purchase an iPhone 4s or higher if you have the money, even a 3gs would be better or just get a Samsung phone. It would be a good backup phone to have, a good iPod player, a good digital picture frame,or to give to a child with some games to play. But as an actual phone, stay away."
4690,1,Buttons did not work.
4691,3,Bien
4692,5,Excellent item and fast shipping
4693,5,ok
4694,5,"arrived in time before my trip, thanks a bunch! Apparently the phone was still locked! costed me an extra $40 to unlocked the unit so it could be used in Mexico. No big deal but thought I mention...Phone was in great condition as per description. Thank you"
4695,5,"As described perfect item used whited00r firmware works excellent now, thank you."
4696,3,A nice inexpensive phone (in its day) bought used BUT it will not run any of the new apps as its OS cannot be upgraded. It works well as a basic backup phone and as a music player. that's about it.
4697,2,Would have been fine if I could have up dated it.
4698,1,phone wont stay lit.and ringer button moves on it's own.can't tell if someone is calling.can't see screen to turn on speaker or to know if your call has ended THE PHONE DOSE NOT WORK!!!!!!!!!!
4699,2,"The phone was in good condition the only problem I had was that I could not open the slide were you put the sim card and it was very hard to open and closed, also the phone did not work with my AT & T sim card, however I did not had to much of a problem getting my money back, Amazon help me with my credit being put back to my account....thanks Amazon for your help."
4700,1,Had to activate the phone but the SIM card tray is missing. This was not mention on the description. Brought it to the store to get another SIM tray and couldn't not insert the tray. Had to pay the store to fix it. Waste of money!! Scam!
4701,5,"Though the touch pads are a bit too sensitive and the phone do sometimes 'misbehave' by self-dialing unintended contacts,phone is generally outstanding and meets my expectations.I can't ask for better!"
4702,3,bigger then expected but dont expect it to do a lot then u expected and they may gliche up so be careful
4703,4,"The product was in fantastic conditions, problem is that Iphone 3G is a lite bit ""old"" to support some Apps like Whatsapp. Not taking into account this, it is an excellent product, works perfectly.There was a miss delivery but was rapidly ammended and product was finally delivered to me."
4704,1,I wish I had known that apple no longer supported this device. I can get no apps and the software is slow and antiquated. I feel like a fool for spending this money on this device which is basically useless.
4705,2,I have had an iphone 3G previously and I loved it. This iphone was working fine for 2-3 weeks and now it won't turn on. I was told I need to replace the battery which is $80 . At this point I should have sprung for a new iphone!
4706,2,the phone was not unlocked and had said that if he was.!
4707,3,"I didn't like the iphone at first because it arrived locked. After much investigating how to unlock the phone, I am relieved to say that everything worked out just fine. The iPhone is unlocked & my son is enjoying it."
4708,5,It turned out to be a perfect gift for a loved one works well as expected but I had to unlock it.
4709,5,"this item came better than i thought it would the only scratches are at the back n its hardly visible the front is very clean, delivery came on time, n its just perfect and for a good price...btw had to unlock it at a dealer bt no big problem."
4710,1,"***UPDATE...I forgot to mention that the phone was listed here on Amazon, as a 16gb, and it turned out when the tech at Apple ran the test on the phone, it was determined that not only was the phone junk...it was an 8gb. phone, not a 16gb. as the Seller and Amazon had listed!!! again...Beware!!!*****BEWARE AND BE ADVISED THAT THIS SELLER IS VERY DISHONEST AND A CROOK!!!!*****I BOUGHT THE 3G PHONE FROM YOU BY YOUR AMAZON LISTING STATING THAT THE PHONE IS LIKE NEW CONDITION WITH NO SCRATCHES OR ANY ISSUES OR PROBLEMS WITH THE PHONE WHAT SO EVER! PROBLEMS::::THE CASE HAS MANY SCRATCHES ON THE BACK OF IT,BUT IF THAT WAS THE ONLY ISSUE I WOULD NOT BE CONTACTING YOU. ***THE PHONE IS JUNK!! THE PHONE HAS BEEN JAIL BROKE AND WAS USED WITH ANOTHER CARRIER,(SUCH AS TEAM MOBILE). I BOUGHT THIS PHONE FOR MY TEENAGE DAUGHTERS 15th BIRTHDAY. WE DID NOT TRY TO HAVE THE PHONE ACTIVATED AS SOON AS WE RECEIVED IT, BECAUSE HER BIRTHDAY WAS A WEEK LATER. AFTER SHE OPENED THE WRAPPED UP PHONE ON HER BIRTHDAY, WITH ALL HER FRIENDS (Her Gift from us-Mom and Dad),THE NEXT DAY WE TOOK HER AND HER PHONE TO OUR LOCAL CORPORATE AT&T STORE TO HAVE THE PHONE ACTIVATED, THEY ATTEMPTED (for over 2.5 long Hours!!) TO ACTIVATE THIS PHONE. IT WOULD NOT ACCEPT THE AT&T INFO AND PROGRAM TO ACTIVATE IT AND WORK. THEY THEN SENT ME TO THE APPLE STORE AT THE SHOPPING MALL (which was over an hour away!) I had to wait 2.5 hours while a technician looked at the phone and ran test to see whether or not the phone could be activated...***THE FINAL DECISION WAS THAT THE PHONE HAD BEEN TAMPERED WITH INTERNALLY AND HAD BEEN JAIL BROKEN TO ACCEPT ANOTHER CARRIER AND WOULD NEVER BE ABLE TO BE RESTORED OR REASSIGNED TO AT&T!!!! I FEEL THAT YOU KNEW THAT THERE WAS AN INTERNAL ISSUE AND YOU TOOK ADVANTAGE OF ME AND TOOK MY MONEY KNOWING GOOD AND WELL THAT THE PHONE COULD NEVER BE RESTORED ACTIVATED BY ANOTHER CARRIER!!!! *** ***UPDATE...I forgot to mention that the phone was listed here on Amazon, as a 16gb, and it turned out when the tech at Apple ran the test on the phone, it was determined that not only was the phone junk...it was an 8gb. phone, not a 16gb. as the Seller and Amazon had listed!!! again...Beware!!! I AM REALLY PISSED AND THE FACT THAT YOU MADE US LOOK LIKE AN ASS TO OUR DAUGHTER, AS SHE CRIED AND WAS VERY UPSET ABOUT THE PHONE NOT WORKING AND NOW SHE STILL DOES NOT HAVE A PHONE!!! AND TO TOP IT ALL OFF, WE BOUGHT A $60.00 DOLLAR OTTER BOX TO PUT THE PHONE IN TO PROTECT IT!! SO NOW I AM OUT $172.99 PLUS ALL MY WASTED TIME AND GAS!!! BECAUSE OF THIS EXPERIENCE....I WOULD ADVISE ANY AND ALL PROSPECTIVE BUYS TO STEER CLEAR FROM THIS SELLER AND ALL AMAZONS USED PHONES AS THEY ARE LIKE CROOKS,SCAM ARTIST AND A LAIRS!!!!!!!!!! YOU HAVE BEEN WARNED!!!"
4711,1,"The phone that Amazon sent me was all scratched up, and it honestly looked as if the dropped it a few time then rubbed steel wool on the back of it. Thumbs down. This is one customer that wont be buying from Amazon anymore."
4712,2,I got iphone it was locked.So I have to unlock it & I have to pay another $40.00.Still phone is in good condition.
4713,3,The phone works regularly but are of poor quality headphones and the charger does not work any accessory works even if phone is so cute
4714,5,"MEET MY EXPECTATIONS IN 100%. ARRIVE ON TIME. PERFECT CONDITIONS TOTALLY RECOMMENDED. iPhone 3G, USB Wall Adapter Charger with USB to Dock Connector cable"
4715,1,"got i 3g i phone from you ..was told by amazon it was unlocked ..contacted amazon and told me to contact apple so i did and was told not there problem ...contacted amazon again ...told its the sellers fault .and was send this.... I looked into your order and see that it was placed with ""Warehouse Deals"", a seller on our website. Because Warehouse Deals's inventory is constantly changing, we can't replace or send items sold by them that are Fulfilled by Amazon. I understand this is disappointing and we are really sorry about it. DISGUSTED as it is a present for Christmas ...and now paying out of my pocket 67 euros....and no offer of paying for the unlock of the i phone ..."
4716,5,My package arrived earlier than indicated. I was able to activate the phone w/o any problems. I am very pleased.
4717,5,"Very pleased. The used iphone came in great condition, and actually better than I expected it would be! Great phone for the value."
4718,5,The phone features were excellent. Minor cosmetic damages. Nice color. The seller provided instant feedback and answered all my questions. I would buy again based on quality and customer service.
4719,1,Sent it back was out dated junk
4720,5,Exactly as advertised
4721,4,Good unlocked
4722,3,wouldnt hold a charge. had to return.
4723,1,Total waste of money unless all you want is phone/text everything is outdated and you can't get newer apps
4724,3,Ok
4725,4,quality good for price
4726,5,Very good
4727,4,"IPhone 4 are now 4 models old but if you are looking for a phone to ply games on itunes or just make basis call, or access facebook this is a great phone. I bought it just to access games on itunes. Apple makes a great product but this is not the latest and greatest phone out there."
4728,1,biggest mistake still havent gotteb it it sucks
4729,5,"I love it and I thank you so much for this phone, it came jus in time"
4730,5,very good
4731,5,Better than I expected. The price is right. Totally a great phone.
4732,2,My first apple product honestly. To little to late really. Slow and basically useless at this point in history. I jailbroke it and messed around with all the options that infers. Slow mostly unusable like I said. A fun toy for the tech savy customer. Junk to everyone else.
4733,5,great
4734,5,very nice now use only caharger bad
4735,5,I love bat inhops its com unlocked beacouse the ather i received its verizon
4736,5,"It's very good condition my nephew very excited when he received the iPhone 3G , it's working very good.."
4737,2,back button doesn't work
4738,1,Phone cam locked and in fairly rough shape. I returned it
4739,4,good
4740,5,item as describe
4741,5,I talked about when it would come and he is right. The phone in great condition.
4742,5,I love it
4743,1,"Everything is outdated! You literally can't download any apps. Kik, sc, etc. The safari breaks down all the time too. Waste of money. Only thing that works is the camera with bad quality."
4744,1,Cant get in
4745,5,It did not came with the box it came with the phone phew thanks its perfect for my collection
4746,5,It was everything I expected it to be and arrived before the date amazon had set.
4747,5,Works good
4748,4,"Love the phone, still in good condition, screen is perfect. The only thing is I have to bring to have it unlock so I can use with my sim card. It would be an extra fee to have unlock. Still would buy it again."
4749,1,The phone does not work and was a huge waste of money! Shame on you for selling a phone that unusable and for ripping me off.
4750,2,"You can't upgrade the operating system, so most of the apps I want to get like from Facebook, my local grocery store, or for weather channel, I can't get them. I also can't find any of the older apps for Facebook."
4751,5,"I chose this rate because item arrived as described, as said used Like new.I would like to recommend it to all my friends."
4752,5,"When I received a used iphone, it was defective and did not match the description. I contacted Monsterbuyback to let them know and they were supremely cooperative. They apologized and were very speedy with their return of my money. Great company! Reputable and trustworthy! Thanks Monsterbuyback!"
